2	1	13	20.58	21.609	14	1	5
2	1	14	24.38	24.6238	28	0	1
2	1	15	26.11	39.165	28	0	50
2	1	16	14.25	14.9625	14	1	5
2	1	17	23.52	32.928	28	1	40
2	1	18	22.02	26.424	28	1	20
2	1	19	20.78	27.014	14	1	30
2	1	20	21.18	23.298	14	1	10
2	2	1	23.8	35.7	14	0	50
2	2	2	21.59	23.749	14	0	10
2	2	3	18.22	19.131	28	1	5
2	2	4	17.54	21.048	28	1	20
2	2	5	27.69	30.459	28	0	10
2	2	6	26.71	37.394	28	0	40
2	2	7	12.48	12.6048	14	0	1
2	2	8	22.59	22.8159	28	0	1
2	2	9	14.39	20.146	28	0	40
2	2	10	30.2	39.26	14	1	30
2	2	11	31.79	38.148	14	1	20
2	2	12	17.29	22.477	14	1	30
2	2	13	22.43	23.5515	14	1	5
2	2	14	30.28	30.5828	28	0	1
2	2	15	21.38	32.07	28	0	50
2	2	16	16.93	17.7765	14	1	5
2	2	17	19.21	26.894	28	1	40
2	2	18	20.47	24.564	28	1	20
2	2	19	25.78	33.514	14	1	30
2	2	20	22.75	25.025	14	0	10
2	3	1	2300	2369	14	1	30
2	3	2	2500	2550	14	0	20
2	3	3	1800	1818	14	1	10
2	3	4	1600	1664	28	0	40
2	3	5	2000	2040	28	1	20
2	3	6	1400	1442	28	0	30
2	3	7	2500	2575	14	1	30
2	3	8	2400	2412	14	1	5
2	3	9	1600	1601.6	14	0	1
2	3	10	1300	1313	28	1	10
2	3	11	2700	2808	28	1	40
2	3	12	1400	1407	14	1	5
2	3	13	1500	1501.5	28	1	1
2	3	14	1800	1872	28	1	40
2	3	15	2500	2502.5	14	1	1
2	3	16	2900	2914.5	14	1	5
2	3	17	2600	2652	28	1	20
2	3	18	2400	2520	28	0	50
2	3	19	2800	2940	28	1	50
2	3	20	1700	1717	14	0	10
3	1	1	20.72	26.936	14	0	30
3	1	2	12.79	15.348	14	0	20
3	1	3	21.84	24.024	14	1	10
3	1	4	14.62	20.468	28	0	40
3	1	5	28.27	33.924	28	0	20
3	1	6	20.91	27.183	28	0	30
3	1	7	22.54	29.302	14	1	30
3	1	8	18.01	18.9105	14	1	5
3	1	9	15.8	15.958	14	1	1
3	1	10	26.49	29.139	28	1	10
3	1	11	21.92	30.688	28	0	40
3	1	12	26.05	27.3525	14	1	5
3	1	13	11.57	11.6857	28	1	1
3	1	14	29.34	41.076	28	0	40
3	1	15	20.66	20.8666	14	1	1
3	1	16	25.17	26.4285	14	1	5
3	1	17	18.83	22.596	28	1	20
3	1	18	27.09	40.635	28	0	50
3	1	19	23.44	35.16	28	0	50
3	1	20	22.65	24.915	14	0	10
3	2	1	27.01	35.113	14	0	30
3	2	2	15.22	18.264	14	0	20
3	2	3	23.27	25.597	14	0	10
3	2	4	17.02	23.828	28	0	40
3	2	5	23.99	28.788	28	0	20
3	2	6	20.61	26.793	28	0	30
3	2	7	22.54	29.302	14	1	30
3	2	8	18.01	18.9105	14	0	5
3	2	9	14.79	14.9379	14	1	1
3	2	10	17.8	19.58	28	0	10
3	2	11	22.36	31.304	28	0	40
3	2	12	31.82	33.411	14	0	5
3	2	13	13.88	14.0188	28	1	1
3	2	14	28.01	39.214	28	1	40
3	2	15	19.62	19.8162	14	1	1
3	2	16	31.02	32.571	14	1	5
3	2	17	18.83	22.596	28	1	20
3	2	18	27.09	40.635	28	0	50
3	2	19	23.44	35.16	28	0	50
3	2	20	22.65	24.915	14	1	10
3	3	1	2300	2369	14	0	30
3	3	2	2500	2550	14	1	20
3	3	3	1800	1818	14	0	10
3	3	4	1600	1664	28	1	40
3	3	5	2000	2040	28	0	20
3	3	6	1400	1442	28	0	30
3	3	7	2500	2575	14	0	30
3	3	8	2400	2412	14	0	5
3	3	9	1600	1601.6	14	1	1
3	3	10	1300	1313	28	0	10
3	3	11	2700	2808	28	0	40
3	3	12	1400	1407	14	1	5
3	3	13	1500	1501.5	28	0	1
3	3	14	1800	1872	28	0	40
3	3	15	2500	2502.5	14	0	1
3	3	16	2900	2914.5	14	0	5
3	3	17	2600	2652	28	0	20
3	3	18	2400	2520	28	0	50
3	3	19	2800	2940	28	1	50
3	3	20	1700	1717	14	0	10
